STORMNET_ID,total_acres,perc_ROW,perc_SWE
STMN0281013691,46.753371,5.06,3.74
STMN0281014048,3.261518,0,2.25
STMN0281014192,16.042561,10.8,3.81
STMN0281014269,11.932137,18.92,4.44
STMN0281014411,7.975834,13.98,3.57
STMN0281066262,6.45107,12.97,7.76
STMN0282010048,4.383791,16.45,0.76
STMN0282010417,1.923662,31.1,3.72
STMN0282010496,2.946591,34.47,1.75
STMN0282010624,2.524348,21.2,1.57
STMN0282010641,1.802594,25.31,4.6
STMN0282010642,3.261357,19.1,5.76
STMN0282010750,2.102603,16.52,2.01
STMN0282010765,1.557734,40.95,7.91
STMN0282011040,1.421102,32.03,3.76
STMN0282011468,45.191028,22.49,3.63
STMN0282011494,0.809077,0,86.03
STMN0282011759,1.698235,33.26,5.89
STMN0282011999,10.535621,30.09,2.75
STMN0282012085,8.031885,22.87,3.42
STMN0282012105,1.197013,46.25,3.05
STMN0282012130,3.155381,29.14,3.28
STMN0282012420,12.561804,9.43,2.17
STMN0282012486,1.621616,0,1.24
STMN0282012677,1.505521,38.06,1.86
STMN0282012970,9.122598,9.95,1.39
STMN0282013319,3.335582,21.1,1.56
STMN0282013459,3.160353,24.57,2.16
STMN0282013606,1.137599,40.84,4.55
STMN0282013853,14.435825,21.87,29.69
STMN0282013960,8.710785,20.89,1.98
STMN0282014409,1.262929,32.07,4.44
STMN0282059057,26.07103,12.51,7.74
STMN0282062721,13.642852,36.93,2.26
STMN0282079067,11.370541,24.12,2.22
STMN0282081088,9.202779,31.22,5.75
STMN0282086943,12.884147,8.68,2.94
STMN0282089347,2.16946,38.6,11.21
STMN0282089495,6.243737,9.22,10.5
STMN0283015046,2.235621,25.98,0.8
STMN0283015053,3.573736,7.54,1.34
STMN0283015499,2.345409,29.5,3.68
STMN0283015541,1.580809,40.3,4.42
STMN0283015571,3.613709,15.4,4.17
STMN0283015754,0.777754,19.21,9.05
STMN0283015845,5.777575,22.58,0
STMN0283015849,2.964543,6.79,2.12
STMN0283016439,11.663414,15.05,2
STMN0283017109,46.492329,12.32,6.06
STMN0283017187,1.414747,30.08,6.11
STMN0283017194,0.737179,24.89,8.95
STMN0283017244,2.095408,27.17,3.86
STMN0283017343,0.958646,21.24,3.17
STMN0283017648,22.19004,17.38,3.51
STMN0283017676,25.378721,14.24,2.52
STMN0283017683,12.992632,18,7.1
STMN0283017706,1.745772,36.15,4.55
STMN0283017875,0.875037,39.66,3.81
STMN0283018208,3.963446,0,0
STMN0283018368,1.831124,23.97,8.37
STMN0283018551,0.11891,0,0
STMN0283018568,8.508279,19.22,0
STMN0283018675,6.751186,20.19,3.78
STMN0283018782,5.58021,23.96,1.31
STMN0283018922,1.708799,17.07,1.32
STMN0283018989,1.763892,17.19,1.37
STMN0283019078,2.619974,10.17,2.47
STMN0283019081,35.88066,19.83,2.12
STMN0283019443,1.093586,43.08,13.9
STMN0283019746,17.95946,8.99,5.89
STMN0283019897,1.296471,34.27,5.01
STMN0283019931,64.991288,16.76,1.37
STMN0283020072,10.429834,23.79,1.59
STMN0283020103,14.930546,10.79,3.94
STMN0283088277,17.924786,11.84,6.62
STMN0283508099,4.790943,14.98,0.5
STMN0283508482,6.577028,8.15,32.51
STMN0284014633,5.029891,26.95,1.08
STMN0284014844,8.50098,0,16.06
STMN0284015099,0.890567,29.01,7.35
STMN0284015316,44.510724,16.28,2.37
STMN0284015328,24.02216,8.18,12.54
STMN0284015356,1.319726,14.06,4.05
STMN0284015813,2.938825,0.08,14.16
STMN0284015865,10.030743,17.86,8.57
STMN0284016172,6.443037,16.88,2.83
STMN0284016280,22.821131,8.1,10.32
STMN0284016543,17.89515,21.14,2.78
STMN0284016562,2.945193,18.88,1.27
STMN0284016625,123.114338,10.95,1.71
STMN0284016896,8.091423,19.02,9.06
STMN0284016947,31.658505,15.91,2.56
STMN0284017630,3.137698,19.29,1.61
STMN0284018021,37.769778,11.69,1.7
STMN0284018233,27.883308,21.84,1.89
STMN0284018554,21.360712,22.17,2.32
STMN0284019167,13.578375,17.11,4.44
STMN0284019308,11.196314,11.84,2.16
STMN0284019614,8.800005,21.32,9.19
STMN0284019707,8.892685,8.03,4.38
STMN0284075727,9.455374,8.07,2.88
STMN0291010218,3.639161,22.09,1.57
STMN0291010352,8.566138,11.09,1.17
STMN0291010665,77.799627,15.73,3.58
STMN0291011157,11.162823,10.4,1.46
STMN0291011384,6.677435,16.78,7.36
STMN0291012053,39.245891,16.31,4.69
STMN0291012056,29.914186,16.16,12.98
STMN0291012100,1.42419,1.55,2.45
STMN0291012412,4.310359,12.63,38.4
STMN0291012588,4.51585,16.38,3.04
STMN0291012704,3.082098,0.09,14.52
STMN0291511639,35.632406,29.2,8.11
STMN0292010095,2.246563,6.13,2.45
STMN0292010124,5.272415,11.2,9.55
STMN0292010180,7.757538,14.53,0.71
STMN0292010181,5.378803,15.3,0.6
STMN0292010202,0.629169,27.32,8.55
STMN0292010277,15.553732,10.77,2.07
STMN0292010412,10.209469,23.19,0.67
STMN0292010422,12.355221,15.12,3.1
STMN0292011705,0.790544,36.8,2.04
STMN0292011800,10.532594,9.22,3.77
STMN0292012430,20.484721,15.06,5.11
STMN0292012482,54.966171,20.93,2.1
STMN0292012555,22.113568,14.97,2.42
STMN0292012607,80.60114,19.16,1.63
STMN0292012647,0.683611,31.57,8.15
STMN0292012683,7.345522,22.51,1.18
STMN0292012801,2.089445,18.3,6.03
STMN0292013074,4.021048,21.61,2.33
STMN0292013379,90.951503,16.23,5.69
STMN0292014365,2.168092,0.1,0
STMN0292014391,56.107058,15.1,2.44
STMN0292076307,8.452175,59.32,1.37
STMN0292095449,1.128813,0,3.95
STMN0292505230,5.867728,23.33,0.76
STMN0293016090,10.698442,5.06,6.11
STMN0293016317,32.683056,8.98,5.71
STMN0293016925,15.028532,15.06,2.33
STMN0293017062,6.082246,17.22,10.36
STMN0293017088,0.781832,0,0
STMN0293017210,40.896297,11.64,5.67
STMN0293017344,5.017935,10.18,7.02
STMN0293017455,3.685335,49.13,5.71
STMN0293017635,0.603166,0.02,6.93
STMN0293017655,1.988505,4.32,5.8
STMN0293508049,1.079367,0,10.98
STMN0294014512,0.225943,0,0
STMN0294014566,6.253445,0,5.39
STMN0294014632,5.733713,4.54,1.89
STMN0294014874,43.118776,10.56,6.82
STMN0294015396,88.639333,16.21,3.81
STMN0294015492,1.226248,0,86.87
STMN0294017092,43.66245,4.35,3.14
STMN0294017992,1.331679,0.62,18.23
STMN0294017999,14.920122,19.19,2.98
STMN0294018636,8.648476,10.49,3.99
STMN0294019277,324.111801,29.24,3.1
STMN0294413784,22.716798,0,6.24
STMN0301011428,7.303196,12.97,6.94
STMN0301084302,15.58435,3.44,8.47
STMN0301085915,1.946908,7.82,3.99
STMN0301409750,19.819417,18.77,1.7
STMN0301409753,0.789677,36,2.79
STMN0301409767,22.716705,11.64,1.47
STMN0301409774,7.637864,13.37,2.61
STMN0301409775,65.283365,12.95,7.79
STMN0301409780,5.276902,28.92,2.16
STMN0301409803,2.946861,29.99,1.46
STMN0301409982,4.317638,29.77,3.86
STMN0301410058,0.597263,0,7.12
STMN0301410066,32.858398,10.96,21.84
STMN0301410127,20.823075,11.88,4.57
STMN0301511172,8.50135,14.58,4.7
STMN0302095481,16.423191,7.97,1.9
STMN0302408771,83.253608,18.19,0.94
STMN0302408772,9.590451,14.96,1.71
STMN0302408777,21.372943,18.53,1.76
STMN0302408790,5.114327,34.5,2.4
STMN0302408793,37.547356,16.56,3.21
STMN0302408796,0.909601,0,2.09
STMN0302408798,101.611339,20.28,3.54
STMN0302408835,59.854817,13.46,2.11
STMN0302408869,24.700475,12.22,1.96
STMN0302408881,68.405832,18.15,3.3
STMN0302408910,96.091351,14.44,3.44
STMN0302408915,25.825945,28.94,1.53
STMN0302409028,2.206371,12.83,2.4
STMN0302409044,13.488776,15.86,4.84
STMN0302409048,5.653487,19.03,2.03
STMN0302409050,14.491783,12.62,0.58
STMN0302409091,9.894209,15.55,3.32
STMN0302409174,20.110548,20.02,1.17
STMN0303413548,3.940485,15.81,4.64
STMN0303413553,11.135673,11.57,3.9
STMN0303413565,5.532963,13.38,3.43
STMN0303413567,1.239137,42.47,2.23
STMN0303413615,28.091866,52.94,0.84
STMN0303413617,4.970985,19.8,1.17
STMN0303507881,10.741955,11.74,4.04
STMN0304080585,13.938201,20.62,0.7
STMN0304080609,2.339863,4.54,5.76
STMN0304083008,3.328824,1.82,12.82
STMN0304086866,1.000861,22.53,3
STMN0304412520,7.789016,7.38,2.87
STMN0304412534,84.933064,10.06,4.92
STMN0304412535,1.632019,0,6.76
STMN0304412541,1.123062,34.3,14.8
STMN0304412543,23.814999,20.93,1.3
STMN0304412554,3.895178,13.34,0
STMN0304412560,1.914359,23.38,7.02
STMN0304412567,17.871429,21.21,1.76
STMN0304412581,2.717329,3.01,2.46
STMN0304412594,11.427664,25.68,1.34
STMN0304412605,1.990329,0,14.35
STMN0304412607,0.182741,36.69,13.1
STMN0304412608,1.173684,36.28,2.53
STMN0304412619,1.380826,21.43,1.04
STMN0304412623,2.342479,29.55,1.72
STMN0304412659,4.145591,23.23,1.15
STMN0304412673,5.103049,16.93,0.69
STMN0304412674,3.352304,15.56,1.36
STMN0304412676,2.459177,27.76,2.33
STMN0304412677,9.226647,27.33,1
STMN0304412694,3.603979,7.03,1.53
STMN0304412715,10.968137,21.63,0.53
STMN0304412720,2.050649,37.97,2.91
STMN0304412737,14.877389,17.18,2.58
STMN0304412741,8.161648,26.13,1.59
STMN0304412745,3.034807,20.19,3.52
STMN0304412769,7.779655,17.59,1.59
STMN0304412770,54.987195,17.74,1.73
STMN0304412821,5.2768,10.23,2.34
STMN0304412824,85.966128,19.63,1.52
STMN0304412826,1.867334,3.55,2.94
STMN0304412905,105.783518,16.33,3.62
STMN0304412935,6.447019,14.59,1.04
STMN0304412942,11.752227,0.52,2.9
STMN0304412956,5.356817,19.77,1.84
STMN0304413034,2.519298,0,0
STMN0304413063,12.02092,9.91,0.66
STMN0304413101,5.403305,9.19,11.96
STMN0304413106,27.875686,13.88,4.87
STMN0304507624,8.179065,19.73,1.63
STMN0304511177,2.894196,18.61,0.73
STMN0304511184,1.517833,64.6,0.37
STMN0311082286,2.812037,2.84,0
STMN0311084480,3.083275,16.07,1.3
STMN0311408357,2.435887,22.75,3.45
STMN0311408396,29.778681,9.46,7.15
STMN0311408498,117.40182,30.05,2.62
STMN0311408531,34.404759,24.2,0.35
STMN0311408622,22.301275,9.41,1.23
STMN0311408651,59.768148,17.46,3.3
STMN0311408664,4.784946,32.09,1.92
STMN0311408686,0.67247,23.46,30.92
STMN0311408690,0.446592,71.75,4.22
STMN0311408697,22.689483,13.68,3.96
STMN0311408740,17.762186,18.04,3.66
STMN0311408744,3.918363,17,3.45
STMN0311408753,49.977508,11.72,8.04
STMN0311507167,2.317719,7.29,9.5
STMN0311507514,19.316612,4.84,12.03
STMN0311507529,10.616992,18.73,2.56
STMN0312069474,40.031879,16.74,2.53
STMN0312408108,4.319654,27.58,2.04
STMN0312408134,10.217152,15.3,1.36
STMN0312408146,22.397821,22.27,1.85
STMN0312408180,8.291867,1.83,13.46
STMN0312408188,23.029479,8.92,1.04
STMN0312408232,17.881226,21.48,1.02
STMN0312408241,10.328983,19.83,2.78
STMN0312408254,2.713537,10.26,2.45
STMN0312408259,0.644066,53.26,15.71
STMN0312408265,13.284535,14.31,4
STMN0312408272,2.119818,10.71,5.4
STMN0312408305,11.387973,18.89,2.69
STMN0312408306,2.084398,42.33,1.87
STMN0312408314,13.404788,7.78,2.42
STMN0312408315,1.452267,1.37,3.92
STMN0312408332,3.836701,19.32,3.07
STMN0312408334,1.009809,35.16,6.82
STMN0312408337,1.777981,11.55,6.41
STMN0312507454,10.465547,15.82,2.46
STMN0313061052,1.164843,17.92,3.29
STMN0313066722,5.560133,22.02,6.87
STMN0313072888,13.317262,2.32,0.58
STMN0313082281,5.694004,17.09,3.94
STMN0313082394,6.905895,13.31,3.01
STMN0313411918,28.698762,6.44,4
STMN0313411920,9.268107,20.37,3.95
STMN0313411923,41.819672,3.4,4.93
STMN0313412038,2.023856,25.75,2.51
STMN0313412045,3.224159,14.18,1.67
STMN0313412054,1.872547,25.71,1.85
STMN0313412056,19.000021,12.91,1.49
STMN0313412097,4.188254,27.93,1.24
STMN0313412103,18.800864,15.86,0.59
STMN0313412254,0.056185,74.15,15
STMN0313412263,3.030138,40.51,0.73
STMN0313412275,0.566747,33.61,0
STMN0313412280,42.251047,7.76,3.04
STMN0313412293,1.432633,0,12
STMN0313412327,15.176535,2.2,0
STMN0313412367,3.294328,4.95,7.4
STMN0313412371,17.395409,6.99,1.78
STMN0314065356,6.337443,0,8.27
STMN0314082408,21.619175,19.54,0.02
STMN0314092339,3.776724,6.41,0.85
STMN0314411518,11.324761,0,0.84
STMN0314411527,3.698691,24.78,1.47
STMN0314411581,3.174136,17,0.08
STMN0314411583,0.83658,11.05,0
STMN0314411588,1.37907,15.5,28.28
STMN0314411589,13.801195,14.07,0.81
STMN0314411601,11.056711,19.34,2.44
STMN0314411619,22.540752,17.03,2.58
STMN0314411683,6.392173,14.64,3.64
STMN0314411697,14.540922,19.22,1.04
STMN0314411705,2.817197,14.94,4.53
STMN0314411706,32.235406,1.27,0.49
STMN0314411731,21.937602,8.63,4.28
STMN0314411739,10.961833,13.41,3.29
STMN0314411742,4.347634,8.73,9.38
STMN0314411745,71.393784,10.78,1.24
STMN0314411757,1.577133,10.65,4.42
STMN0314411775,4.006421,15.2,2.32
STMN0314411782,6.512054,25.4,0.29
STMN0314411845,6.186043,7.27,2.48
STMN0314411852,1.60394,0,9.32
STMN0314411864,1.778588,0,16.51
STMN0314411865,4.447717,3.79,3.53
STMN0314411868,2.28933,25.34,2.05
STMN0314411886,35.552407,16.33,3.47
STMN0314411888,5.577178,24.76,0.74
STMN0314507204,1.23061,36.33,2.21
STMN0332022719,0.432696,0,33.99
STMN0332024008,72.005712,7.23,5.85
STMN0332024098,133.612113,1.03,3.02
STMN0332025265,8.595457,0,15.43
STMN0332025504,1.229466,0,0.22
STMN0332025598,8.656561,12.3,6.33
STMN0332025821,3.478767,17.73,3.65
STMN0332025873,3.180159,27.39,1.5
STMN0332061795,0.079724,0,0
STMN0332063445,8.544829,0,2.94
STMN0332064326,0.176234,0,1.77
STMN0332065005,18.297079,33.74,0.39
STMN0332065597,1.39034,0,6.82
STMN0332085691,0.830948,45.79,17.01
STMN0332085697,6.30835,0,2.68
STMN0332091891,4.727594,17.76,7.07
STMN0334026026,1.466139,39.08,2.29
STMN0334026355,3.067648,23.41,1.27
STMN0334027145,69.98389,15.84,3.41
STMN0334028015,26.392661,18.97,0.8
STMN0334028291,17.361686,1.14,6.72
STMN0334028716,3.381563,26.7,1.51
STMN0334029135,5.518648,21.08,1.01
STMN0334029274,8.266931,0.02,0.93
STMN0334029790,2.122847,0.87,1.91
STMN0334030173,114.349996,8.26,3.4
STMN0334030371,11.165509,0,15.73
STMN0334055171,0.175044,13.02,79.94
STMN0334058485,14.597049,15.32,3.06
STMN0334066528,44.778734,5.2,4.36
STMN0334086505,1.379108,0,10.75
STMN0334090862,0.129152,81.05,21.43
STMN0334090915,4.978258,47.1,9.85
STMN0334505957,9.401542,24.55,1.81
STMN0334506192,10.605249,2.75,5.59
STMN0334518411,0.669771,63.01,20.12
STMN0341021284,12.198499,0,0
STMN0341024849,121.247504,1.54,6
STMN0342022659,5.827128,23.62,0.65
STMN0342023351,1.662113,30.18,2.74
STMN0342023710,1.127663,44.89,2.93
STMN0342023877,4.616719,16.92,6.93
STMN0342024002,7.091519,21.89,1.25
STMN0342024118,57.281546,18.09,2.82
STMN0342024467,4.909571,17.2,0.8
STMN0342024596,4.293932,0,0
STMN0342024703,0.898494,60.42,18.7
STMN0342024897,5.956848,26.04,2.47
STMN0342024981,22.54445,15.51,2.01
STMN0342065575,2.269324,1.89,0.5
STMN0342067119,19.038184,13.4,2.6
STMN0342067146,32.993223,17.84,14.4
STMN0342086854,0.594059,46.51,10.42
STMN0342516013,34.334873,5.54,8.24
STMN0343026637,1.804567,0,9.14
STMN0343026868,0.629443,46.25,10.2
STMN0343026960,0.496485,53.82,20.2
STMN0343026971,3.385311,6.07,3.28
STMN0343027073,0.17125,71.4,28.93
STMN0343027114,3.885156,7.32,3.51
STMN0343027304,3.458386,11.44,5.41
STMN0343027642,40.995495,1.22,5.59
STMN0343028425,9.352383,47.11,0.21
STMN0343029491,1.05604,31.91,8.95
STMN0343029534,10.144194,9.42,3.46
STMN0343029794,9.624907,27.86,1.73
STMN0343030047,12.708385,11.75,1.74
STMN0343030129,20.802015,4.02,3.19
STMN0343030307,102.920543,12.18,2.75
STMN0343081193,1.368834,50.8,4.35
STMN0343081194,0.070162,0,0
STMN0343505951,16.064904,6.76,3.98
STMN0343506188,5.932744,8.96,14.31
STMN0343516833,0.64606,3.07,9.33
STMN0343516835,28.059558,25.36,5.01
STMN0343516869,2.600773,21.21,4.02
STMN0343517087,2.829574,0,11.21
STMN0343517104,3.715676,1.89,13.63
STMN0343517124,29.094547,1.66,1.42
STMN0343517223,3.778062,0,4.22
STMN0343517352,3.346292,9.84,0.36
STMN0343517399,3.286658,0,1.51
STMN0343517537,3.318103,0,0.14
STMN0344027172,12.908676,4.68,1.88
STMN0344027466,2.069274,0,4.35
STMN0344027509,0.399189,35.85,28.99
STMN0344027571,17.37632,17.13,4.98
STMN0344027845,0.51224,0,14.35
STMN0344027926,3.313175,0,11.25
STMN0344027943,0.853431,0,0.95
STMN0344028088,3.20513,0,11.53
STMN0344028156,20.000769,26.56,4.01
STMN0344028508,73.69525,15.38,10.01
STMN0344029613,10.847731,17.99,12.17
STMN0344030073,3.863854,24.15,5.12
STMN0344030654,2.168247,23.22,2.83
STMN0344060946,4.051107,0,3.67
STMN0344091535,1.673109,14.45,1.95
STMN0344094273,3.327337,5.46,2.41
STMN0344094301,1.199351,99.94,0.71
STMN0344506063,11.151585,19.7,1.86
STMN0344516107,97.968355,11.57,9.58
STMN0344516114,0.550589,0,14.51
STMN0344516168,0.308691,0,5.88
STMN0351020702,20.578344,18.66,7.76
STMN0351020728,9.723913,18.96,1.44
STMN0351020811,1.572563,40.42,1.97
STMN0351020826,11.184636,18.15,1.65
STMN0351020843,2.977386,21.12,2.62
STMN0351020875,4.183389,24.52,0.84
STMN0351020899,3.603859,19.78,0.81
STMN0351020921,3.128067,25.66,2.02
STMN0351021061,3.238237,21.45,4.21
STMN0351021107,7.597352,17.93,4.42
STMN0351021129,7.584245,16.65,2.73
STMN0351021189,8.150939,20.6,1.34
STMN0351021298,0.97388,35.19,3.06
STMN0351021385,1.931657,0,4.03
STMN0351021456,19.798893,10.17,2.13
STMN0351021818,4.356467,14.93,1.49
STMN0351021835,1.196841,26.31,3.82
STMN0351021837,26.084396,4.01,13.23
STMN0351021914,12.313285,0,3.26
STMN0351021924,31.131659,14.11,10.88
STMN0351022101,0.158867,0,13.73
STMN0351022111,1.267791,0,6.12
STMN0351022188,2.424167,0,0.19
STMN0351022254,2.182077,0,5.74
STMN0351022342,0.279732,42.71,0.21
STMN0351022354,0.839909,22.17,1.01
STMN0351022652,0.780596,0,1.39
STMN0351022996,2.244756,38.14,0.87
STMN0351023036,1.285113,0,2.5
STMN0351023297,0.89954,47.45,3.87
STMN0351023336,2.907585,34.65,1.51
STMN0351023589,1.645706,0,2.65
STMN0351023627,22.814459,12.33,3.92
STMN0351023740,2.620396,32.59,0.59
STMN0351023961,13.937672,27.84,2.96
STMN0351024246,1.493583,42.98,2.68
STMN0351024312,8.518118,24.5,2.34
STMN0351024319,6.813402,12.85,4.73
STMN0351024495,0.921113,47.51,3.46
STMN0351024508,9.031103,25.93,1.33
STMN0351024697,5.768749,21.16,1.98
STMN0351024824,3.940084,29.49,2.92
STMN0351024856,1.951202,20.63,2.02
STMN0351024928,1.455856,23.06,2.37
STMN0351025146,8.766738,15.64,0.94
STMN0351025150,1.018258,32.32,1.91
STMN0351025187,9.415062,29.56,2.05
STMN0351025252,11.297562,20.52,1.05
STMN0351025338,1.503287,33.8,3.63
STMN0351025663,1.111679,46.94,4.04
STMN0351510293,14.265489,25.19,1.84
STMN0351510298,17.284842,9.28,18.98
STMN0352021035,9.407741,21.12,12.89
STMN0352021408,2.000611,22.49,1.62
STMN0352021461,17.908984,31.85,8.76
STMN0352021717,1.54085,29.15,4.21
STMN0352021789,12.206168,18.74,11.43
STMN0352022515,2.157164,16.75,0.61
STMN0352022894,3.070489,18.1,3.46
STMN0352023044,4.189706,10.15,8.24
STMN0352023157,11.68348,6.26,1.85
STMN0352023191,12.975068,22.13,1.03
STMN0352023228,8.332846,13.29,3.04
STMN0352023285,26.981684,21.83,7.03
STMN0352023315,3.350534,23.76,4.15
STMN0352023606,0.998641,25.93,0.4
STMN0352023608,0.498443,29.91,5.97
STMN0352023749,7.986551,15.71,4.27
STMN0352023791,0.083338,36.84,17.39
STMN0352023969,2.151135,18.68,5.58
STMN0352024052,13.729147,18.11,2.65
STMN0352024186,5.168085,16.66,3.85
STMN0352024277,19.636332,7.68,4.9
STMN0352024334,17.598733,19.52,1.2
STMN0352024356,2.173877,27.19,5.14
STMN0352025068,4.48885,27.03,4.5
STMN0352025509,5.019764,17.2,0.38
STMN0352062626,17.345944,28.6,6.89
STMN0352510276,19.646663,18.7,8.09
STMN0353025918,1.993016,43.96,1.56
STMN0353026168,42.758345,11.03,6.22
STMN0353026380,1.225551,34.85,5.96
STMN0353026471,9.785054,21.69,2.18
STMN0353026589,1.73977,45.49,0.36
STMN0353026630,3.940803,9.47,4.12
STMN0353026771,21.132381,21.19,8.68
STMN0353026853,5.955711,24.63,0.78
STMN0353027147,26.874756,14.26,7.96
STMN0353027351,5.238164,31.94,3.07
STMN0353027506,0.986312,0,2.93
STMN0353027512,2.731887,0,2
STMN0353027572,1.096039,0,2.71
STMN0353027726,38.148772,14.27,7.54
STMN0353027792,11.683544,16.1,2.49
STMN0353027850,1.396001,14.2,2.56
STMN0353027899,6.103997,26.02,1.23
STMN0353028021,2.62995,27.18,1.26
STMN0353028212,2.491288,6.14,2.32
STMN0353028259,2.037131,32.45,1.65
STMN0353028332,1.21644,0,0.6
STMN0353028364,0.416022,0,5.24
STMN0353028387,0.808966,35.63,3.84
STMN0353028449,4.927455,30.62,0.68
STMN0353028487,3.480574,51.32,1.62
STMN0353028491,1.006223,48.51,2.2
STMN0353028500,1.998527,0.57,3.08
STMN0353028568,3.017894,0,2.6
STMN0353028595,5.350531,33.6,0.87
STMN0353028600,6.184532,6.95,4.49
STMN0353028700,2.294561,25.71,5.21
STMN0353028852,6.411628,2.47,1.69
STMN0353029001,5.437107,13.49,3.3
STMN0353029150,0.782438,30.46,15.71
STMN0353029454,0.461715,0,11.46
STMN0353029621,0.832514,0,9.5
STMN0353029889,3.364756,0,2.13
STMN0353030004,5.051406,0,8.54
STMN0353030111,2.119463,0.43,2.46
STMN0353030208,1.462938,0,0
STMN0353030240,13.158718,10.96,2.93
STMN0353030249,1.16811,0,0
STMN0353030358,10.924194,20.54,6.98
STMN0353030399,2.885501,13.2,0
STMN0353030503,2.56151,3.29,5.51
STMN0353030574,10.680211,29.28,0.59
STMN0353030706,9.362,9.69,2.09
STMN0353030791,1.061367,33.75,2.76
STMN0353030894,6.345375,23.91,6.24
STMN0353031039,24.65932,28.75,2.54
STMN0353063519,3.504125,0,24.8
STMN0353091876,16.180116,24.18,1.82
STMN0353516962,14.637509,3.38,2.55
STMN0353516979,10.355073,9.13,8.35
STMN0353516981,11.0495,0,15.14
STMN0354027056,0.747116,0,5.61
STMN0354027678,70.25463,8.83,7.67
STMN0354030886,4.934884,12.96,17.24
STMN0354062447,1.312445,0,0
STMN0354064738,17.428193,18.42,8.43
STMN0354083076,7.24113,0.28,8.41
STMN0354086396,10.078548,3.27,7.92
STMN0354089228,17.56215,6.59,2.57
STMN0354089244,23.153881,8.44,6.37
STMN0354505921,66.502386,7.98,6.71
STMN0354516624,148.212229,9.37,14.21
STMN0354518017,44.922321,16.05,7.2
STMN0361020402,2.705246,10.86,1.87
STMN0361020433,2.707246,39.52,1.63
STMN0361020453,1.297874,45.78,2.61
STMN0361020582,21.85594,13.35,4.17
STMN0361020693,9.597387,10.56,7.98
STMN0361020733,0.734909,0,0
STMN0361020863,10.206201,10.84,2.42
STMN0361020955,1.767169,8.9,2.8
STMN0361021264,1.38669,0,0
STMN0361021324,0.797043,0,0
STMN0361021430,2.275283,0,0
STMN0361021493,0.160126,0,0
STMN0361021788,12.844383,15.91,5.01
STMN0361022895,4.445062,13,8.26
STMN0361023247,2.430319,16.39,2.15
STMN0361023476,5.907849,20.2,1.05
STMN0361023671,7.730807,10.42,7.53
STMN0361024284,3.619598,17.98,2.42
STMN0361024345,8.515476,26.23,0.71
STMN0361024446,4.771729,3.3,3.03
STMN0361024463,7.970955,8.71,4.92
STMN0361024487,2.512532,12.08,1.88
STMN0361024574,6.189657,18.82,0.65
STMN0361024669,28.659498,13.75,2.03
STMN0361025601,25.217593,12.29,2.7
STMN0361025602,3.311747,13.11,0.32
STMN0361508711,0.827369,20.53,2.56
STMN0362020614,0.34973,31.49,12.56
STMN0362021016,11.473403,19.51,2.02
STMN0362021611,0.905539,32.15,4.72
STMN0362021749,2.132721,21.62,3.41
STMN0362023193,8.962955,13.5,2.87
STMN0362023479,2.887276,1.4,1.77
STMN0362023857,4.190482,0,8.62
STMN0362024125,4.69939,22.48,1.8
STMN0362024220,13.4352,12.23,10.16
STMN0362024398,1.667427,32.55,23.67
STMN0362024400,1.09116,41.92,3.48
STMN0362024503,4.054018,20.95,1.07
STMN0362025071,3.223127,21.97,2.13
STMN0362025280,61.585244,5.27,8.04
STMN0362025414,11.846312,21.32,1.37
STMN0362080659,1.374194,0,5.51
STMN0362080671,1.938019,0,14.86
STMN0362080673,1.843258,0,10.03
STMN0362080675,0.751761,14.59,17.82
STMN0362080691,4.047559,0,4.73
STMN0362086856,0.418765,55.16,2.49
STMN0362508175,22.795636,3.02,2.91
STMN0362508682,2.410894,20.7,4.17
STMN0363025655,36.037879,11.71,4.42
STMN0363025751,5.209615,25.92,2.76
STMN0363026305,16.293772,17.15,2.17
STMN0363027354,24.814208,16.99,3.97
STMN0363027406,25.289171,6.13,1.38
STMN0363027455,33.501535,15.81,5.45
STMN0363027470,1.66083,0,3.99
STMN0363027666,2.040088,13.47,4.9
STMN0363027752,8.777242,1.61,1.96
STMN0363028250,3.238167,26.75,2.82
STMN0363028261,0.836969,38.64,8.63
STMN0363028457,1.743618,29.07,2.5
STMN0363028686,32.399186,7.68,4.45
STMN0363029451,71.638699,11.84,3.49
STMN0363030121,1.223323,9.43,5.21
STMN0363030375,2.345954,18.16,0.16
STMN0363030494,0.231046,9.34,25.12
STMN0363030645,3.790029,30.25,2.62
STMN0363030697,5.092341,12.24,1.58
STMN0363030708,11.704237,16.36,1.67
STMN0363065261,3.821705,10.96,4.91
STMN0363067327,27.412346,16.48,4.37
STMN0363084109,13.749589,18.73,5.71
STMN0363508195,0.797371,14.9,8.59
STMN0363508874,2.675445,22.74,7.01
STMN0363508879,5.277082,0,1.33
STMN0363508893,3.058658,9.2,2.3
STMN0363508900,2.343896,10.23,1.46
STMN0363508912,9.666021,1,1.53
STMN0363508943,1.057782,20.46,4.55
STMN0363508946,12.820112,30.18,1.28
STMN0364025581,13.005387,16.44,3.23
STMN0364025835,2.608593,21.47,10.41
STMN0364026299,0.70976,30.39,6.86
STMN0364027322,5.193822,12.63,1.17
STMN0364027399,49.437566,7.39,8.46
STMN0364027469,29.783887,13.05,2.52
STMN0364027651,3.116617,17.02,4.74
STMN0364029168,1.182572,42.97,0.33
STMN0364030102,52.816226,15.7,3.27
